,name,duration,parsed,error,text
107,Spiketail Hatchling,24.33746797599997,False,"No terminal matches '(' in the current parser context, at line 1 col 8

Flying (This creature can not be blocked except
       ^
Expected one of: 
	* WORD
	* DASH
","Flying (This creature can not be blocked except by creatures with flying or reach.)
Sacrifice ~: Counter target spell unless its controller pays {1}."
108,Sunken Hope,24.035254649999956,False,"No terminal matches ''' in the current parser context, at line 1 col 32

At the beginning of each player's upkeep, that player returns a creatur
                               ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of each player's upkeep, that player returns a creature they control to its owner's hand."
109,Telepathy,24.077180792000036,False,"No terminal matches '.' in the current parser context, at line 1 col 46

opponents play with their hands revealed.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Your opponents play with their hands revealed.
110,Telling Time,22.69293405299993,False,"No terminal matches '.' in the current parser context, at line 1 col 44

k at the top three cards of your library. Put one of those cards into your hand,
                                        ^
Expected one of: 
	* WORD
	* DASH
","Look at the top three cards of your library. Put one of those cards into your hand, one on top of your library, and one on the bottom of your library."
111,Thieving Magpie,24.14766668900006,False,"No terminal matches '(' in the current parser context, at line 1 col 8

Flying (This creature can not be blocked except
       ^
Expected one of: 
	* WORD
	* DASH
","Flying (This creature can not be blocked except by creatures with flying or reach.)
Whenever ~ deals damage to an opponent, draw a card."
112,Tidings,24.425893400000064,False,"No terminal matches '.' in the current parser context, at line 1 col 16

Draw four cards.
               ^
Expected one of: 
	* WORD
	* DASH
",Draw four cards.
113,Phantom Warrior,117.022411869,True,,~ can not be blocked.
114,Time Stretch,22.342687054999942,False,"No terminal matches '.' in the current parser context, at line 1 col 51

yer takes two extra turns after this one.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Target player takes two extra turns after this one.
115,Time Stop,23.821349306000002,False,"No terminal matches '.' in the current parser context, at line 1 col 13

End the turn. (Exile all spells and abilities from t
            ^
Expected one of: 
	* WORD
	* DASH
","End the turn. (Exile all spells and abilities from the stack, including this card. The player whose turn it is discards down to their maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)"
116,Sky Weaver,66.25755025199993,False,"No terminal matches 'T' in the current parser context, at line 1 col 6

{2}: Target white or black creature gains fly
     ^
Expected one of: 
	* A
	* UNTIL
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* BE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* AS
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* WHENEVER
	* AT
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FOR
	* FLIP
	* __ANON_14
	* HAS
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* ITSELF
	* DISCARD
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* IS
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* BECOME
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* BEEN
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* WOULD
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* HAVE
	* LEARN
	* CONTROL
	* FREQUENCY
	* DO
	* ACTIVATE
	* HAD
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* MAY
	* DOES
	* LSQB
	* UNTAP
	* CONVERT
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* CAN
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* UNTAPSYMBOL
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* DASH
	* SUBTYPECREATUREB
	* __ANON_20
	* TAPSYMBOL
	* WHEN
	* CONTROLLED
	* BLOCKED
	* THEN
	* ADAPT
	* EXERT
	* WHILE
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* IF
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* AFTER
	* DOUBLE
	* FORAGE
	* LESS
	* EACH
	* SAME
	* THIS
	* ADDITIONAL
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* OTHERWISE
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
",{2}: Target white or black creature gains flying until end of turn. (It can not be blocked except by creatures with flying or reach.)
117,Traumatize,24.267203884999958,False,"No terminal matches ',' in the current parser context, at line 1 col 39

Target player mills half their library, rounded down.
                                      ^
Expected one of: 
	* WORD
	* DASH
","Target player mills half their library, rounded down."
118,Twincast,24.32673907600008,False,"No terminal matches '.' in the current parser context, at line 1 col 37

Copy target instant or sorcery spell. You may choose new targets for the cop
                                    ^
Expected one of: 
	* WORD
	* DASH
",Copy target instant or sorcery spell. You may choose new targets for the copy.
119,Twitch,24.274396174000003,False,"No terminal matches ',' in the current parser context, at line 1 col 37

You may tap or untap target artifact, creature, or land.
                                    ^
Expected one of: 
	* WORD
	* DASH
","You may tap or untap target artifact, creature, or land.
Draw a card."
120,Unsummon,24.12741697299998,False,"No terminal matches ''' in the current parser context, at line 1 col 36

Return target creature to its owner's hand.
                                   ^
Expected one of: 
	* WORD
	* DASH
",Return target creature to its owner's hand.
121,Wall of Air,22.28718642800004,False,"No terminal matches ',' in the current parser context, at line 1 col 9

Defender, flying (This creature can not attack, 
        ^
Expected one of: 
	* WORD
	* DASH
","Defender, flying (This creature can not attack, and it can block creatures with flying.)"
122,Afflict,22.182549247999987,False,"No terminal matches '-' in the current parser context, at line 1 col 22

Target creature gets -1/-1 until end of turn.
                     ^
Expected one of: 
	* WORD
	* DASH
","Target creature gets -1/-1 until end of turn.
Draw a card."
123,Agonizing Memories,23.934293457999956,False,"No terminal matches ''' in the current parser context, at line 1 col 22

Look at target player's hand and choose two cards from it. Pu
                     ^
Expected one of: 
	* WORD
	* DASH
",Look at target player's hand and choose two cards from it. Put them on top of that player's library in any order.
124,Ascendant Evincar,22.442025728999965,False,"No terminal matches '(' in the current parser context, at line 1 col 8

Flying (This creature can not be blocked except
       ^
Expected one of: 
	* WORD
	* DASH
","Flying (This creature can not be blocked except by creatures with flying or reach.)
Other black creatures get +1/+1.
Nonblack creatures get -1/-1."
125,Assassinate,22.536348919000034,False,"No terminal matches '.' in the current parser context, at line 1 col 31

Destroy target tapped creature.
                              ^
Expected one of: 
	* WORD
	* DASH
",Destroy target tapped creature.
126,Beacon of Unrest,24.288701133000018,False,"No terminal matches '.' in the current parser context, at line 1 col 94

 onto the battlefield under your control. Shuffle ~ into its owner's library.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Put target artifact or creature card from a graveyard onto the battlefield under your control. Shuffle ~ into its owner's library.
127,Bog Wraith,24.006281942999976,False,"No terminal matches '(' in the current parser context, at line 1 col 11

Swampwalk (This creature can not be blocked as lon
          ^
Expected one of: 
	* WORD
	* DASH
",Swampwalk (This creature can not be blocked as long as defending player controls a Swamp.)
128,Consume Spirit,24.18280316000005,False,"No terminal matches '.' in the current parser context, at line 1 col 27

Spend only black mana on X.
                          ^
Expected one of: 
	* WORD
	* DASH
","Spend only black mana on X.
~ deals X damage to any target and you gain X life."
129,Contaminated Bond,22.051825960999963,False,"No terminal matches '(' in the current parser context, at line 1 col 18

Enchant creature (Target a creature as you cast this. Thi
                 ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature (Target a creature as you cast this. This card enters attached to that creature.)
Whenever enchanted creature attacks or blocks, its controller loses 3 life."
130,Dross Crocodile,3.676999995150254e-06,False,'text',
131,Cruel Edict,24.328965874000005,False,"No terminal matches '.' in the current parser context, at line 1 col 54

nt sacrifices a creature of their choice.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Target opponent sacrifices a creature of their choice.
132,Deathmark,23.859641972000077,False,"No terminal matches '.' in the current parser context, at line 1 col 39

Destroy target green or white creature.
                                      ^
Expected one of: 
	* WORD
	* DASH
",Destroy target green or white creature.
133,Diabolic Tutor,22.137398277999978,False,"No terminal matches ',' in the current parser context, at line 1 col 31

Search your library for a card, put that card into your hand, then shu
                              ^
Expected one of: 
	* WORD
	* DASH
","Search your library for a card, put that card into your hand, then shuffle."
134,Distress,23.821862734000092,False,"No terminal matches '.' in the current parser context, at line 1 col 33

Target player reveals their hand. You choose a nonland card from it. Tha
                                ^
Expected one of: 
	* WORD
	* DASH
",Target player reveals their hand. You choose a nonland card from it. That player discards that card.
135,Vedalken Mastermind,84.99249668100003,False,"No terminal matches 'R' in the current parser context, at line 1 col 11

{U}, {T}: Return target permanent you control to i
          ^
Expected one of: 
	* A
	* UNTIL
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* BE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* AS
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* WHENEVER
	* AT
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FOR
	* FLIP
	* __ANON_14
	* HAS
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* ITSELF
	* DISCARD
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* IS
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* BECOME
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* BEEN
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* WOULD
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* HAVE
	* LEARN
	* CONTROL
	* FREQUENCY
	* DO
	* ACTIVATE
	* HAD
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* MAY
	* DOES
	* LSQB
	* UNTAP
	* CONVERT
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* CAN
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* UNTAPSYMBOL
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* DASH
	* SUBTYPECREATUREB
	* __ANON_20
	* TAPSYMBOL
	* WHEN
	* CONTROLLED
	* BLOCKED
	* THEN
	* ADAPT
	* EXERT
	* WHILE
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* IF
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* AFTER
	* DOUBLE
	* FORAGE
	* LESS
	* EACH
	* SAME
	* THIS
	* ADDITIONAL
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* OTHERWISE
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
","{U}, {T}: Return target permanent you control to its owner's hand."
136,Dusk Imp,24.068069571000024,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Flying
137,Fear,23.994735858000013,False,"No terminal matches '(' in the current parser context, at line 1 col 18

Enchant creature (Target a creature as you cast this. Thi
                 ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature (Target a creature as you cast this. This card enters attached to that creature.)
Enchanted creature has fear. (It can not be blocked except by artifact creatures and/or black creatures.)"
138,Festering Goblin,24.24906850399998,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ dies, target creature gets -1/-1 until
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ dies, target creature gets -1/-1 until end of turn."
139,Grave Pact,23.97073100700004,False,"No terminal matches ',' in the current parser context, at line 1 col 37

Whenever a creature you control dies, each other player sacrifices a creatur
                                    ^
Expected one of: 
	* WORD
	* DASH
","Whenever a creature you control dies, each other player sacrifices a creature of their choice."
140,Graveborn Muse,24.29327325400004,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, you draw X cards and you lose X life, 
                               ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your upkeep, you draw X cards and you lose X life, where X is the number of Zombies you control."
141,Gravedigger,22.139994737000052,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, you may return target creature
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, you may return target creature card from your graveyard to your hand."
142,Drudge Skeletons,65.61894182399999,False,"No terminal matches 'R' in the current parser context, at line 1 col 6

{B}: Regenerate ~. (The next time this creatu
     ^
Expected one of: 
	* A
	* UNTIL
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* BE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* AS
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* WHENEVER
	* AT
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FOR
	* FLIP
	* __ANON_14
	* HAS
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* ITSELF
	* DISCARD
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* IS
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* BECOME
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* BEEN
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* WOULD
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* HAVE
	* LEARN
	* CONTROL
	* FREQUENCY
	* DO
	* ACTIVATE
	* HAD
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* MAY
	* DOES
	* LSQB
	* UNTAP
	* CONVERT
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* CAN
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* UNTAPSYMBOL
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* DASH
	* SUBTYPECREATUREB
	* __ANON_20
	* TAPSYMBOL
	* WHEN
	* CONTROLLED
	* BLOCKED
	* THEN
	* ADAPT
	* EXERT
	* WHILE
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* IF
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* AFTER
	* DOUBLE
	* FORAGE
	* LESS
	* EACH
	* SAME
	* THIS
	* ADDITIONAL
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* OTHERWISE
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
","{B}: Regenerate ~. (The next time this creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)"
143,Doomed Necromancer,78.316803499,False,"No terminal matches 'S' in the current parser context, at line 1 col 11

{B}, {T}, Sacrifice ~: Return target creature card
          ^
Expected one of: 
	* A
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FLIP
	* __ANON_14
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* DISCARD
	* ITSELF
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* LEARN
	* CONTROL
	* FREQUENCY
	* ACTIVATE
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* LSQB
	* CONVERT
	* UNTAP
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* ATTACHED
	* UNTAPSYMBOL
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* SUBTYPECREATUREB
	* __ANON_20
	* TAPSYMBOL
	* CONTROLLED
	* BLOCKED
	* ADAPT
	* EXERT
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* OTHER
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* DOUBLE
	* FORAGE
	* EACH
	* LESS
	* SAME
	* ADDITIONAL
	* THIS
	* CARDINAL
	* PAY
	* THE
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* COUNTER
	* SCRY
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
","{B}, {T}, Sacrifice ~: Return target creature card from your graveyard to the battlefield."
144,Hidden Horror,22.11383357400007,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, sacrifice it unless you discar
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, sacrifice it unless you discard a creature card."
145,Head Games,24.108654254000044,False,"No terminal matches '.' in the current parser context, at line 1 col 71

 from their hand on top of their library. Search that player's library for that 
                                        ^
Expected one of: 
	* WORD
	* DASH
","Target opponent puts the cards from their hand on top of their library. Search that player's library for that many cards. The player puts those cards into their hand, then shuffles."
146,Highway Robber,24.008621747000007,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, target opponent loses 2 life a
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, target opponent loses 2 life and you gain 2 life."
147,Hypnotic Specter,23.850245814999994,False,"No terminal matches '~' in the current parser context, at line 2 col 10

Whenever ~ deals damage to an opponent, that play
         ^
Expected one of: 
	* WORD
	* DASH
","Flying
Whenever ~ deals damage to an opponent, that player discards a card at random."
148,Mass of Ghouls,3.4060000189128914e-06,False,'text',
149,Lord of the Pit,22.090530489000002,False,"No terminal matches ',' in the current parser context, at line 1 col 7

Flying, trample
      ^
Expected one of: 
	* WORD
	* DASH
","Flying, trample
At the beginning of your upkeep, sacrifice a creature other than ~. If you can not, ~ deals 7 damage to you."
150,Hate Weaver,63.77198263999992,False,"No terminal matches 'T' in the current parser context, at line 1 col 6

{2}: Target blue or red creature gets +1/+0 u
     ^
Expected one of: 
	* A
	* UNTIL
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* BE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* AS
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* WHENEVER
	* AT
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FOR
	* FLIP
	* __ANON_14
	* HAS
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* ITSELF
	* DISCARD
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* IS
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* BECOME
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* BEEN
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* WOULD
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* HAVE
	* LEARN
	* CONTROL
	* FREQUENCY
	* DO
	* ACTIVATE
	* HAD
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* MAY
	* DOES
	* LSQB
	* UNTAP
	* CONVERT
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* CAN
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* UNTAPSYMBOL
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* DASH
	* SUBTYPECREATUREB
	* __ANON_20
	* TAPSYMBOL
	* WHEN
	* CONTROLLED
	* BLOCKED
	* THEN
	* ADAPT
	* EXERT
	* WHILE
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* IF
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* AFTER
	* DOUBLE
	* FORAGE
	* LESS
	* EACH
	* SAME
	* THIS
	* ADDITIONAL
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* OTHERWISE
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
",{2}: Target blue or red creature gets +1/+0 until end of turn.
151,Lord of the Undead,24.13087211499999,False,"No terminal matches '+' in the current parser context, at line 1 col 28

Other Zombie creatures get +1/+1.
                           ^
Expected one of: 
	* WORD
	* DASH
","Other Zombie creatures get +1/+1.
{1}{B}, {T}: Return target Zombie card from your graveyard to your hand."
152,Megrim,22.397481309,False,"No terminal matches ',' in the current parser context, at line 1 col 37

Whenever an opponent discards a card, ~ deals 2 damage to that player.
                                    ^
Expected one of: 
	* WORD
	* DASH
","Whenever an opponent discards a card, ~ deals 2 damage to that player."
153,Midnight Ritual,22.359233737999944,False,"No terminal matches '.' in the current parser context, at line 1 col 50

arget creature cards from your graveyard. For each creature card exiled this way
                                        ^
Expected one of: 
	* WORD
	* DASH
","Exile X target creature cards from your graveyard. For each creature card exiled this way, create a 2/2 black Zombie creature token."
154,Sea Monster,264.95513556399993,False,"No terminal matches '.' in the current parser context, at line 1 col 60

less defending player controls an Island.
                                        ^
Expected one of: 
	* WORD
	* DASH
",~ can not attack unless defending player controls an Island.
155,Mind Rot,23.890860213999986,False,"No terminal matches '.' in the current parser context, at line 1 col 33

Target player discards two cards.
                                ^
Expected one of: 
	* WORD
	* DASH
",Target player discards two cards.
156,Mortal Combat,23.81618804499999,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, if twenty or more creature cards are i
                               ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your upkeep, if twenty or more creature cards are in your graveyard, you win the game."
157,Nantuko Husk,23.847521261999987,False,"No terminal matches ':' in the current parser context, at line 1 col 21

Sacrifice a creature: ~ gets +2/+2 until end of turn.
                    ^
Expected one of: 
	* WORD
	* DASH
",Sacrifice a creature: ~ gets +2/+2 until end of turn.
